% 1. Title of Database: Blocks Classification
% 2. Sources:
%    (a) Donato Malerba
%        Dipartimento di Informatica
%        University of Bari
%        via Orabona 4
%        70126 Bari - Italy
%        phone: +39 - 80 - 5443269
%        fax: +39 - 80 - 5443196
%        malerbad@vm.csata.it
%    (b) Donor: Donato Malerba
%    (c) Date: July 1995
% 3. Past Usage:
%    This data set have been used to try different simplification methods
%    for decision trees. A summary of the results can be found in:
% 
%    Malerba, D., Esposito, F., and Semeraro, G.
%    "A Further Comparison of Simplification Methods for Decision-Tree Induction."
%    In D. Fisher and H. Lenz (Eds.), "Learning  from Data: 
%    Artificial Intelligence and Statistics V", Lecture Notes in Statistics,
%    Springer Verlag, Berlin, 1995.
% 
%    The problem consists in classifying all the blocks of the page
%    layout of a document that has been detected by a segmentation
%    process. This is an essential step in document analysis
%    in order to separate text from graphic areas. Indeed, 
%    the five classes are: text (1), horizontal line (2),
%    picture (3), vertical line (4) and graphic (5).
%    For a detailed presentation of the problem see:
% 
%     Esposito F., Malerba D., & Semeraro G.
%   Multistrategy Learning for Document Recognition
%          Applied Artificial Intelligence, 8, pp. 33-84, 1994
% 
%    All instances have been personally checked so that
%    low noise is present in the data.
% 
% 4. Relevant Information Paragraph:
% 
%    The 5473 examples comes from 54 distinct documents. 
%    Each observation concerns one block. 
%    All attributes are numeric.
%    Data are in a format readable by C4.5.
% 
% 5. Number of Instances: 5473.
% 
% 6. Number of Attributes 
% 
%    height:   integer.         | Height of the block.
%    lenght:   integer.     | Length of the block. 
%    area:     integer.    | Area of the block (height * lenght);
%    eccen:    continuous.  | Eccentricity of the block (lenght / height);
%    p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
%    p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
%    mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
%    blackpix: integer.    | Total number of black pixels in the original bitmap of the block.
%    blackand: integer.        | Total number of black pixels in the bitmap of the block after the RLSA.
%    wb_trans: integer.          | Number of white-black transitions in the original bitmap of the block.
% 
% 
% 
% 7. Missing Attribute Values:  No missing value.
% 
% 8. Class Distribution: 
% 
%                                            Valid    Cum
%    Class               Frequency  Percent  Percent  Percent
%  
% text                      4913     89.8     89.8     89.8
% horiz. line                329      6.0      6.0     95.8
% graphic                     28       .5       .5     96.3
% vert. line                  88      1.6      1.6     97.9
% picture                    115      2.1      2.1    100.0
%                                 -------  -------  -------
%                         TOTAL      5473    100.0    100.0
% 
% Summary Statistics:
% 
% Variable      Mean    Std Dev   Minimum   Maximum   Correlation 
% 
% HEIGHT       10.47      18.96         1       804         .3510
% LENGTH       89.57     114.72         1       553        -.0045
% AREA       1198.41    4849.38         7    143993         .2343
% ECCEN        13.75      30.70      .007    537.00         .0992
% P_BLACK        .37        .18      .052      1.00         .2130
% P_AND          .79        .17      .062      1.00        -.1771
% MEAN_TR       6.22      69.08      1.00   4955.00         .0723
% BLACKPIX    365.93    1270.33         7     33017         .1656
% BLACKAND    741.11    1881.50         7     46133         .1565
% WB_TRANS    106.66     167.31         1      3212         .0337
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation page-blocks

@attribute height INTEGER
@attribute lenght INTEGER
@attribute area INTEGER
@attribute eccen REAL
@attribute p_black REAL
@attribute p_and REAL
@attribute mean_tr REAL
@attribute blackpix INTEGER
@attribute blackand INTEGER
@attribute wb_trans INTEGER
@attribute class {1,2,3,4,5}

@data
6,7,42,1.167,.500,1.00,1.75,21,42,12,1
11,261,2871,23.727,.231,.596,1.87,662,1711,354,1
8,15,120,1.875,.458,.950,2.20,55,114,25,1
10,157,1570,15.700,.233,.565,1.65,366,887,222,1
10,171,1710,17.100,.126,.452,1.78,215,773,121,1
5,16,80,3.200,.563,.925,2.65,45,74,17,1
8,108,864,13.500,.348,.868,1.65,301,750,182,1
10,44,440,4.400,.350,.957,1.90,154,421,81,1
8,24,192,3.000,.385,.969,1.80,74,186,41,1
8,26,208,3.250,.240,.563,2.50,50,117,20,1
10,52,520,5.200,.269,.850,2.00,140,442,70,1
8,43,344,5.375,.340,.892,1.83,117,307,64,1
8,5,40,.625,.475,1.00,2.38,19,40,8,1
8,6,48,.750,.417,.917,2.22,20,44,9,1
8,9,72,1.125,.389,.792,2.00,28,57,14,1
8,12,96,1.500,.396,.844,2.11,38,81,18,1
7,20,140,2.857,.429,1.00,1.94,60,140,31,1
7,16,112,2.286,.438,.857,2.04,49,96,24,1
10,36,360,3.600,.264,.711,1.86,95,256,51,1
9,56,504,6.222,.327,.688,1.94,165,347,85,1
6,7,42,1.167,.452,.833,2.11,19,35,9,1
11,97,1067,8.818,.266,.635,2.04,284,678,139,1
10,9,90,.900,.344,.856,1.72,31,77,18,1
10,37,370,3.700,.330,.897,2.00,122,332,61,1
10,14,140,1.400,.314,.900,1.91,44,126,23,1
10,40,400,4.000,.295,.683,2.07,118,273,57,1
10,41,410,4.100,.266,.539,1.98,109,221,55,1
10,212,2120,21.200,.240,.610,1.85,508,1293,274,1
10,45,450,4.500,.282,.718,1.84,127,323,69,1
8,18,144,2.250,.403,1.00,1.61,58,144,36,1
8,38,304,4.750,.339,.766,1.75,103,233,59,1
7,45,315,6.429,.381,.771,2.22,120,243,54,1
6,16,96,2.667,.490,.844,1.96,47,81,24,1
9,40,360,4.444,.275,.875,1.60,99,315,62,1
10,20,200,2.000,.375,.855,2.27,75,171,33,1
8,16,128,2.000,.406,.930,1.68,52,119,31,1
8,21,168,2.625,.417,.958,1.94,70,161,36,1
8,7,56,.875,.357,.964,1.82,20,54,11,1
8,4,32,.500,.406,.781,2.17,13,25,6,1
8,32,256,4.000,.387,.895,1.62,99,229,61,1
10,23,230,2.300,.343,.791,1.88,79,182,42,1
7,9,63,1.286,.397,.841,2.78,25,53,9,1
9,33,297,3.667,.360,.818,2.02,107,243,53,1
6,4,24,.667,.500,.750,6.00,12,18,2,1
11,262,2882,23.818,.251,.677,1.85,722,1951,391,1
11,132,1452,12.000,.189,.440,2.04,274,639,134,1
8,168,1344,21.000,.320,.909,1.76,430,1222,245,1
8,9,72,1.125,.278,.500,2.86,20,36,7,1
8,31,248,3.875,.347,.734,1.79,86,182,48,1
7,72,504,10.286,.405,.845,1.85,204,426,110,1
8,14,112,1.750,.420,.786,1.88,47,88,25,1
9,39,351,4.333,.308,.709,1.69,108,249,64,1
10,23,230,2.300,.370,.830,2.30,85,191,37,1
7,31,217,4.429,.396,.862,2.10,86,187,41,1
7,14,98,2.000,.408,.939,2.50,40,92,16,1
7,9,63,1.286,.429,.667,3.00,27,42,9,1
8,33,264,4.125,.375,.830,1.90,99,219,52,1
7,18,126,2.571,.413,.952,1.86,52,120,28,1
7,3,21,.429,.571,1.00,3.00,12,21,4,1
8,28,224,3.500,.397,.996,2.07,89,223,43,1
8,16,128,2.000,.367,.969,1.88,47,124,25,1
8,6,48,.750,.313,.792,3.00,15,38,5,1
10,39,390,3.900,.310,.779,1.95,121,304,62,1
10,22,220,2.200,.332,.714,2.15,73,157,34,1
11,262,2882,23.818,.238,.570,1.84,685,1643,373,1
8,29,232,3.625,.341,.780,1.93,79,181,41,1
10,45,450,4.500,.296,.584,2.05,133,263,65,1
7,6,42,.857,.548,.952,2.56,23,40,9,1
7,31,217,4.429,.461,.922,2.13,100,200,47,1
5,15,75,3.000,.560,.920,2.21,42,69,19,1
10,261,2610,26.100,.264,.679,1.77,689,1771,390,1
10,100,1000,10.000,.267,.724,1.82,267,724,147,1
10,93,930,9.300,.268,.784,1.78,249,729,140,1
10,59,590,5.900,.251,.763,1.70,148,450,87,1
10,78,780,7.800,.255,.751,1.76,199,586,113,1
8,25,200,3.125,.300,.590,2.22,60,118,27,1
10,43,430,4.300,.256,.707,1.80,110,304,61,1
9,10,90,1.111,.389,.889,1.94,35,80,18,1
8,3,24,.375,.500,1.00,3.00,12,24,4,1
8,36,288,4.500,.323,.781,1.86,93,225,50,1
8,18,144,2.250,.174,.458,2.50,25,66,10,1
8,7,56,.875,.339,.964,1.36,19,54,14,1
8,14,112,1.750,.402,1.00,1.55,45,112,29,1
8,46,368,5.750,.356,.957,1.79,131,352,73,1
7,22,154,3.143,.396,1.00,1.85,61,154,33,1
7,20,140,2.857,.464,.986,2.32,65,138,28,1
8,48,384,6.000,.354,.865,1.89,136,332,72,1
7,9,63,1.286,.460,.889,2.42,29,56,12,1
7,35,245,5.000,.404,.939,1.90,99,230,52,1
7,8,56,1.143,.411,.714,2.30,23,40,10,1
7,11,77,1.571,.455,.974,1.75,35,75,20,1
7,25,175,3.571,.349,.737,2.26,61,129,27,1
8,119,952,14.875,.337,.920,1.70,321,876,189,1
8,39,312,4.875,.304,.756,1.38,95,236,69,1
7,20,140,2.857,.336,.707,2.24,47,99,21,1
7,4,28,.571,.393,1.00,2.20,11,28,5,1
7,6,42,.857,.357,1.00,1.67,15,42,9,1
10,35,350,3.500,.091,.157,2.67,32,55,12,1
7,49,343,7.000,.318,.612,1.91,109,210,57,1
7,3,21,.429,.571,1.00,4.00,12,21,3,1
7,23,161,3.286,.348,1.00,1.37,56,161,41,1
5,23,115,4.600,.452,.913,1.79,52,105,29,1
11,112,1232,10.182,.217,.469,1.73,267,578,154,1
8,23,184,2.875,.321,.897,1.51,59,165,39,1
10,116,1160,11.600,.246,.759,1.60,285,881,178,1
10,25,250,2.500,.332,.772,1.89,83,193,44,1
8,40,320,5.000,.347,.913,1.63,111,292,68,1
10,48,480,4.800,.300,.556,2.15,144,267,67,1
8,12,96,1.500,.427,.750,2.05,41,72,20,1
8,18,144,2.250,.354,.757,1.65,51,109,31,1
8,24,192,3.000,.328,.625,1.75,63,120,36,1
8,16,128,2.000,.383,.781,1.69,49,100,29,1
8,33,264,4.125,.371,.678,1.88,98,179,52,1
8,53,424,6.625,.380,.915,1.87,161,388,86,1
10,22,220,2.200,.318,.777,1.79,70,171,39,1
10,176,1760,17.600,.257,.583,1.72,452,1026,263,1
7,12,84,1.714,.405,.988,1.62,34,83,21,1
8,25,200,3.125,.355,.880,1.73,71,176,41,1
7,36,252,5.143,.409,.861,1.84,103,217,56,1
8,43,344,5.375,.326,.750,1.81,112,258,62,1
7,12,84,1.714,.452,.952,2.00,38,80,19,1
7,16,112,2.286,.420,.768,1.96,47,86,24,1
10,22,220,2.200,.277,.595,1.74,61,131,35,1
8,41,328,5.125,.323,.643,1.66,106,211,64,1
6,8,48,1.333,.458,.729,2.44,22,35,9,1
22,67,1474,3.045,.221,.919,2.91,326,1354,112,1
86,67,5762,.779,.164,.935,2.37,947,5386,399,5
15,67,1005,4.467,.293,.607,3.59,294,610,82,1
12,69,828,5.750,.407,.833,3.15,337,690,107,1
27,106,2862,3.926,.261,.478,5.45,747,1368,137,1
13,225,2925,17.308,.253,.893,3.27,740,2612,226,1
13,38,494,2.923,.314,.957,3.60,155,473,43,1
24,177,4248,7.375,.508,.927,8.05,2157,3939,268,1
24,280,6720,11.667,.449,.904,7.76,3018,6072,389,1
25,185,4625,7.400,.479,.950,7.24,2214,4395,306,1
25,291,7275,11.640,.466,.957,7.34,3392,6963,462,1
9,73,657,8.111,.376,.846,2.63,247,556,94,1
8,98,784,12.250,.221,.874,1.42,173,685,122,1
9,111,999,12.333,.188,.769,1.49,188,768,126,1
7,63,441,9.000,.317,.991,1.71,140,437,82,1
101,99,9999,.980,.140,.778,2.02,1398,7780,691,5
28,32,896,1.143,.459,.730,5.96,411,654,69,1
7,214,1498,30.571,.449,.899,2.77,672,1346,243,1
8,82,656,10.250,.396,.713,2.63,260,468,99,1
9,179,1611,19.889,.341,.745,2.40,550,1200,229,1
8,106,848,13.250,.358,.698,2.29,304,592,133,1
9,103,927,11.444,.369,.877,2.55,342,813,134,1
9,123,1107,13.667,.346,.740,2.21,383,819,173,1
10,184,1840,18.400,.325,.626,2.58,598,1152,232,1
9,165,1485,18.333,.337,.713,2.54,501,1059,197,1
2,536,1072,268.00,.505,.512,180.33,541,549,3,2
8,353,2824,44.125,.070,.292,1.19,197,825,165,1
7,144,1008,20.571,.092,.384,1.24,93,387,75,1
7,11,77,1.571,.234,.545,2.57,18,42,7,1
2,536,1072,268.00,.538,.737,30.37,577,790,19,2
8,233,1864,29.125,.262,.838,1.58,488,1562,309,1
6,32,192,5.333,.286,.891,1.41,55,171,39,1
10,509,5090,50.900,.097,.388,1.23,492,1974,401,1
3,9,27,3.000,.296,.667,2.00,8,18,4,1
1,13,13,13.000,.769,1.00,5.00,10,13,2,1
9,304,2736,33.778,.202,.749,1.32,554,2049,419,1
7,51,357,7.286,.207,.969,1.14,74,346,65,1
7,13,91,1.857,.286,.934,1.63,26,85,16,1
1,88,88,88.000,.193,1.00,1.00,17,88,17,1
9,132,1188,14.667,.168,.693,1.34,199,823,149,1
7,13,91,1.857,.242,.912,1.47,22,83,15,1
9,268,2412,29.778,.183,.686,1.29,441,1654,341,1
9,509,4581,56.556,.123,.501,1.26,563,2297,448,1
7,13,91,1.857,.264,.879,1.85,24,80,13,1
2,535,1070,267.50,.564,.614,40.20,603,657,15,2
5,81,405,16.200,.311,.968,1.30,126,392,97,1
9,347,3123,38.556,.111,.433,1.26,347,1351,275,1
8,150,1200,18.750,.158,.594,1.23,189,713,154,1
6,12,72,2.000,.278,1.00,2.22,20,72,9,1
2,536,1072,268.00,.537,.622,24.00,576,667,24,2
7,91,637,13.000,.334,.975,1.76,213,621,121,1
5,31,155,6.200,.361,.974,1.56,56,151,36,1
9,510,4590,56.667,.149,.541,1.22,686,2484,561,1
7,12,84,1.714,.226,.786,1.90,19,66,10,1
9,465,4185,51.667,.157,.644,1.24,658,2694,532,1
8,135,1080,16.875,.131,.671,1.22,142,725,116,1
7,11,77,1.571,.234,.935,1.64,18,72,11,1
2,19,38,9.500,.184,.789,1.40,7,30,5,1
1,35,35,35.000,.200,1.00,1.17,7,35,6,1
1,89,89,89.000,.191,1.00,1.06,17,89,16,1
1,40,40,40.000,.175,1.00,1.17,7,40,6,1
2,536,1072,268.00,.498,.533,41.08,534,571,13,2
4,7,28,1.750,.286,.571,8.00,8,16,1,1
6,82,492,13.667,.274,.925,1.39,135,455,97,1
8,280,2240,35.000,.191,.709,1.28,427,1589,333,1
8,69,552,8.625,.098,.344,1.38,54,190,39,1
6,12,72,2.000,.292,.778,1.62,21,56,13,1
9,343,3087,38.111,.162,.677,1.24,499,2091,401,1
7,80,560,11.429,.102,.468,1.39,57,262,41,1
7,13,91,1.857,.308,.978,1.56,28,89,18,1
1,60,60,60.000,.217,1.00,1.08,13,60,12,1
8,344,2752,43.000,.216,.838,1.22,595,2307,486,1
8,103,824,12.875,.142,.620,1.17,117,511,100,1
6,13,78,2.167,.282,.808,1.57,22,63,14,1
9,331,2979,36.778,.126,.527,1.21,374,1570,308,1
8,109,872,13.625,.109,.508,1.25,95,443,76,1
7,13,91,1.857,.198,.846,2.25,18,77,8,1
9,532,4788,59.111,.154,.642,1.29,736,3073,572,1
5,13,65,2.600,.154,.662,10.00,10,43,1,1
9,510,4590,56.667,.137,.636,1.24,629,2918,506,1
6,13,78,2.167,.256,.974,1.54,20,76,13,1
9,508,4572,56.444,.164,.690,1.22,748,3154,614,1
9,518,4662,57.556,.096,.429,1.25,449,2001,360,1
4,12,48,3.000,.250,.792,3.00,12,38,4,1
8,145,1160,18.125,.156,.773,1.24,181,897,146,1
9,283,2547,31.444,.186,.727,1.22,474,1852,389,1
9,453,4077,50.333,.080,.363,1.21,326,1478,269,1
7,66,462,9.429,.171,.903,1.49,79,417,53,1
2,535,1070,267.50,.648,.920,11.75,693,984,59,2
13,57,741,4.385,.745,1.00,11.50,552,741,48,1
13,226,2938,17.385,.258,.971,3.12,759,2852,243,1
13,38,494,2.923,.330,.980,3.88,163,484,42,1
30,60,1800,2.000,.154,.457,1.85,278,823,150,5
5,98,490,19.600,.341,.639,2.14,167,313,78,1
5,4,20,.800,.400,.700,2.67,8,14,3,1
24,176,4224,7.333,.496,.969,7.85,2096,4094,267,1
24,280,6720,11.667,.456,.913,7.66,3064,6134,400,1
5,4,20,.800,.400,.400,8.00,8,8,1,1
5,5,25,1.000,.360,.560,3.00,9,14,3,1
25,186,4650,7.440,.478,.953,7.16,2221,4433,310,1
25,291,7275,11.640,.456,.934,7.29,3315,6796,455,1
8,73,584,9.125,.433,.875,2.75,253,511,92,1
7,100,700,14.286,.283,.987,1.68,198,691,118,1
7,63,441,9.000,.288,.991,1.61,127,437,79,1
8,110,880,13.750,.230,.872,1.66,202,767,122,1
28,31,868,1.107,.492,.745,7.49,427,647,57,3
7,214,1498,30.571,.461,.865,2.95,691,1296,234,1
6,4,24,.667,.417,.583,5.00,10,14,2,1
4,4,16,1.000,.500,.500,8.00,8,8,1,1
8,82,656,10.250,.418,.753,2.51,274,494,109,1
5,4,20,.800,.350,.600,2.33,7,12,3,1
9,180,1620,20.000,.374,.759,2.86,606,1230,212,1
9,107,963,11.889,.357,.693,2.44,344,667,141,1
8,102,816,12.750,.403,.929,2.70,329,758,122,1
8,123,984,15.375,.402,.750,2.71,396,738,146,1
4,4,16,1.000,.438,.438,7.00,7,7,1,1
9,185,1665,20.556,.398,.783,2.79,663,1303,238,1
9,166,1494,18.444,.392,.750,3.08,585,1120,190,1
5,4,20,.800,.450,.450,9.00,9,9,1,1
2,536,1072,268.00,.532,.558,30.00,570,598,19,2
5,31,155,6.200,.355,.974,1.49,55,151,37,1
8,84,672,10.500,.229,.689,1.40,154,463,110,1
9,240,2160,26.667,.179,.605,1.26,386,1307,306,1
9,272,2448,30.222,.137,.532,1.33,336,1303,252,1
9,148,1332,16.444,.194,.685,1.37,258,912,189,1
9,535,4815,59.444,.126,.444,1.29,606,2136,469,1
9,508,4572,56.444,.188,.597,1.49,861,2731,579,1
7,519,3633,74.143,.073,.394,1.23,265,1431,215,1
9,535,4815,59.444,.088,.318,1.37,425,1530,310,1
10,508,5080,50.800,.100,.343,1.36,506,1742,372,1
7,163,1141,23.286,.212,.831,1.31,242,948,185,1
9,101,909,11.222,.211,.816,1.37,192,742,140,1
9,508,4572,56.444,.160,.520,1.30,732,2379,563,1
9,520,4680,57.778,.081,.308,1.37,378,1441,276,1
2,535,1070,267.50,.545,.629,24.29,583,673,24,2
6,81,486,13.500,.282,.957,1.34,137,465,102,1
8,148,1184,18.500,.208,.725,1.24,246,858,198,1
9,534,4806,59.333,.134,.503,1.34,644,2419,482,1
9,306,2754,34.000,.192,.751,1.40,530,2069,378,1
8,174,1392,21.750,.161,.720,1.30,224,1002,172,1
9,534,4806,59.333,.131,.516,1.31,629,2482,479,1
10,534,5340,53.400,.132,.519,1.28,703,2771,548,1
9,267,2403,29.667,.131,.517,1.35,315,1242,234,1
8,196,1568,24.500,.142,.644,1.40,222,1010,159,1
9,534,4806,59.333,.184,.733,1.34,884,3524,661,1
9,534,4806,59.333,.102,.417,1.40,491,2005,351,1
8,101,808,12.625,.222,.834,1.29,179,674,139,1
9,275,2475,30.556,.202,.717,1.39,500,1775,359,1
7,197,1379,28.143,.072,.326,1.50,99,450,66,1
3,536,1608,178.67,.341,.353,61.00,549,567,9,2
32,106,3392,3.313,.198,.395,4.56,671,1341,147,5
14,298,4172,21.286,.207,.710,3.49,862,2962,247,1
13,38,494,2.923,.332,.935,4.00,164,462,41,1
24,468,11232,19.500,.472,.922,7.69,5296,10359,689,1
25,491,12275,19.640,.454,.937,7.21,5572,11502,773,1
8,75,600,9.375,.423,.870,3.02,254,522,84,1
7,95,665,13.571,.296,.982,1.64,197,653,120,1
7,61,427,8.714,.319,.988,1.77,136,422,77,1
9,108,972,12.000,.222,.778,1.73,216,756,125,1
28,32,896,1.143,.481,.742,7.43,431,665,58,3
8,214,1712,26.750,.421,.807,2.90,720,1382,248,1
8,83,664,10.375,.404,.741,2.58,268,492,104,1
8,107,856,13.375,.381,.770,2.40,326,659,136,1
9,180,1620,20.000,.343,.738,2.47,555,1196,225,1
9,248,2232,27.556,.330,.727,2.39,737,1622,308,1
9,103,927,11.444,.383,.825,2.75,355,765,129,1
9,169,1521,18.778,.353,.742,2.53,537,1129,212,1
10,185,1850,18.500,.360,.688,2.81,666,1272,237,1
3,470,1410,156.67,.352,.387,23.62,496,545,21,2
2,64,128,32.000,.430,.602,3.93,55,77,14,2
6,29,174,4.833,.368,.954,1.73,64,166,37,1
8,150,1200,18.750,.205,.628,1.32,246,753,187,1
8,275,2200,34.375,.209,.737,1.31,460,1621,351,1
9,245,2205,27.222,.160,.607,1.39,353,1338,254,1
9,508,4572,56.444,.184,.705,1.31,840,3224,640,1
7,256,1792,36.571,.135,.603,1.36,242,1081,178,1
1,249,249,249.00,.173,1.00,1.02,43,249,42,1
9,534,4806,59.333,.163,.633,1.34,784,3043,585,1
10,508,5080,50.800,.131,.510,1.27,667,2593,527,1
8,508,4064,63.500,.092,.393,1.28,372,1599,290,1
9,69,621,7.667,.209,.808,1.38,130,502,94,1
8,532,4256,66.500,.192,.720,1.28,816,3066,636,1
6,103,618,17.167,.248,.909,1.23,153,562,124,1
8,274,2192,34.250,.150,.583,1.35,329,1277,244,1
7,150,1050,21.429,.178,.774,1.36,187,813,138,1
7,34,238,4.857,.282,.782,1.49,67,186,45,1
9,533,4797,59.222,.167,.592,1.34,799,2841,596,1
6,62,372,10.333,.234,.852,1.36,87,317,64,1
9,274,2466,30.444,.158,.580,1.31,390,1431,298,1
7,193,1351,27.571,.206,.813,1.37,278,1099,203,1
9,107,963,11.889,.191,.739,1.36,184,712,135,1
9,464,4176,51.556,.158,.550,1.30,658,2297,505,1
8,256,2048,32.000,.124,.563,1.26,253,1153,200,1
1,263,263,263.00,.152,1.00,1.03,40,263,39,1
10,499,4990,49.900,.147,.631,1.27,733,3150,575,1
7,305,2135,43.571,.109,.501,1.21,232,1069,191,1
1,200,200,200.00,.130,1.00,1.04,26,200,25,1
1,277,277,277.00,1.00,1.00,277.00,277,277,1,2
1,257,257,257.00,1.00,1.00,257.00,257,257,1,2
7,147,1029,21.000,.215,.956,1.28,221,984,173,1
32,350,11200,10.938,.142,.402,3.96,1588,4497,401,5
13,37,481,2.846,.322,.992,3.52,155,477,44,1
25,471,11775,18.840,.449,.886,7.80,5290,10437,678,1
25,495,12375,19.800,.464,.952,7.33,5748,11777,784,1
8,59,472,7.375,.381,.873,2.77,180,412,65,1
7,96,672,13.714,.314,.988,1.77,211,664,119,1
8,62,496,7.750,.296,.869,1.81,147,431,81,1
9,109,981,12.111,.219,.779,1.67,215,764,129,1
29,31,899,1.069,.463,.726,6.93,416,653,60,3
7,216,1512,30.857,.458,.856,3.11,693,1294,223,1
8,83,664,10.375,.437,.866,2.52,290,575,115,1
9,182,1638,20.222,.378,.789,2.95,619,1292,210,1
9,108,972,12.000,.329,.691,2.27,320,672,141,1
10,249,2490,24.900,.294,.636,2.32,731,1584,315,1
8,103,824,12.875,.425,.933,2.71,350,769,129,1
9,187,1683,20.778,.420,.786,3.03,707,1323,233,1
9,170,1530,18.889,.371,.766,2.60,567,1172,218,1
2,537,1074,268.50,.507,.528,181.33,544,567,3,2
6,29,174,4.833,.420,.937,1.92,73,163,38,1
8,152,1216,19.000,.199,.677,1.27,242,823,191,1
8,535,4280,66.875,.164,.600,1.35,704,2566,520,1
9,535,4815,59.444,.173,.667,1.36,832,3214,613,1
9,535,4815,59.444,.191,.788,1.36,921,3793,676,1
9,535,4815,59.444,.146,.634,1.32,704,3052,534,1
9,534,4806,59.333,.140,.518,1.32,671,2491,507,1
8,69,552,8.625,.234,.683,1.54,129,377,84,1
9,138,1242,15.333,.155,.717,1.34,193,890,144,1
9,218,1962,24.222,.148,.582,1.43,290,1141,203,1
2,537,1074,268.50,.594,.655,21.27,638,703,30,2
6,76,456,12.667,.353,.961,1.49,161,438,108,1
7,152,1064,21.714,.214,.730,1.27,228,777,179,1
9,284,2556,31.556,.141,.601,1.26,361,1537,286,1
7,228,1596,32.571,.154,.548,1.40,245,875,175,1
9,535,4815,59.444,.118,.482,1.31,566,2323,432,1
10,535,5350,53.500,.113,.458,1.36,606,2448,447,1
10,535,5350,53.500,.166,.681,1.32,889,3646,671,1
9,536,4824,59.556,.154,.602,1.36,743,2904,547,1
9,533,4797,59.222,.166,.803,1.30,797,3853,612,1
3,537,1611,179.00,.345,.405,22.24,556,652,25,2
9,349,3141,38.778,.125,.453,1.29,394,1422,306,1
2,537,1074,268.50,.510,.534,49.82,548,574,11,2
31,105,3255,3.387,.242,.456,4.89,787,1485,161,5
14,38,532,2.714,.227,.844,2.95,121,449,41,1
13,228,2964,17.538,.264,.942,3.29,783,2791,238,1
24,471,11304,19.625,.474,.921,7.90,5363,10409,679,1
25,494,12350,19.760,.462,.930,7.35,5707,11482,776,1
8,62,496,7.750,.361,.877,3.03,179,435,59,1
8,96,768,12.000,.276,.883,1.77,212,678,120,1
8,62,496,7.750,.308,.948,1.91,153,470,80,1
9,109,981,12.111,.219,.774,1.69,215,759,127,1
28,32,896,1.143,.488,.743,7.05,437,666,62,3
7,215,1505,30.714,.548,.997,3.35,824,1500,246,1
9,83,747,9.222,.376,.687,2.49,281,513,113,1
9,181,1629,20.111,.361,.740,2.76,588,1205,213,1
8,107,856,13.375,.363,.734,2.24,311,628,139,1
9,102,918,11.333,.386,.895,2.77,354,822,128,1
9,250,2250,27.778,.347,.737,2.44,781,1659,320,1
9,185,1665,20.556,.386,.686,2.83,643,1142,227,1
9,169,1521,18.778,.343,.696,2.61,522,1058,200,1
2,98,196,49.000,.480,.653,9.40,94,128,10,2
2,415,830,207.50,.505,.578,16.76,419,480,25,2
2,63,126,31.500,.341,.508,10.75,43,64,4,2
5,29,145,5.800,.400,.966,1.61,58,140,36,1
9,151,1359,16.778,.184,.500,1.40,250,679,178,1
9,535,4815,59.444,.163,.600,1.40,786,2887,561,1
9,535,4815,59.444,.184,.676,1.49,887,3257,596,1
9,279,2511,31.000,.097,.339,1.34,243,851,181,1
8,233,1864,29.125,.151,.665,1.36,282,1239,207,1
9,510,4590,56.667,.148,.537,1.33,681,2465,513,1
8,525,4200,65.625,.095,.444,1.34,398,1865,297,1
9,536,4824,59.556,.189,.813,1.38,913,3924,662,1
9,536,4824,59.556,.091,.358,1.38,441,1725,320,1
9,299,2691,33.222,.133,.574,1.31,358,1545,274,1
9,217,1953,24.111,.168,.686,1.40,329,1339,235,1
9,102,918,11.333,.183,.804,1.27,168,738,132,1
9,535,4815,59.444,.136,.498,1.39,655,2399,470,1
7,86,602,12.286,.244,.831,1.27,147,500,116,1
9,505,4545,56.111,.189,.626,1.32,861,2847,654,1
2,475,950,237.50,.504,.544,95.80,479,517,5,2
2,99,198,49.500,.253,.616,4.55,50,122,11,2
6,75,450,12.500,.356,.973,1.47,160,438,109,1
8,61,488,7.625,.207,.803,1.31,101,392,77,1
10,336,3360,33.600,.163,.623,1.32,549,2094,415,1
7,155,1085,22.143,.178,.614,1.46,193,666,132,1
9,535,4815,59.444,.165,.636,1.38,793,3063,573,1
8,298,2384,37.250,.138,.592,1.18,329,1412,278,1
7,219,1533,31.286,.182,.798,1.26,279,1224,222,1
8,299,2392,37.375,.186,.687,1.32,446,1643,338,1
9,219,1971,24.333,.109,.538,1.43,215,1060,150,1
2,537,1074,268.50,.520,.621,26.57,558,667,21,2
8,198,1584,24.750,.215,.832,1.31,341,1318,260,1
5,13,65,2.600,.338,.723,2.20,22,47,10,1
1,537,537,537.00,1.00,1.00,537.00,537,537,1,2
31,105,3255,3.387,.224,.417,5.35,728,1358,136,5
13,228,2964,17.538,.240,.933,3.02,710,2765,235,1
13,37,481,2.846,.306,.933,3.59,147,449,41,1
24,178,4272,7.417,.483,.933,8.00,2063,3987,258,1
24,282,6768,11.750,.443,.878,7.80,2995,5944,384,1
26,294,7644,11.308,.453,.917,7.60,3464,7010,456,1
