% analcatdata    A collection of data sets used in the book "Analyzing Categorical Data,"
%                by Jeffrey S. Simonoff, Springer-Verlag, New York, 2003. The submission
%                consists of a zip file containing two versions of each of 84 data sets, 
%                plus this README file. Each data set is given in comma-delimited ASCII
%                (.csv) form, and Microsoft Excel (.xls) form.
% 
% NOTICE: These data sets may be used freely for scientific, educational and/or
%         noncommercial purposes, provided suitable acknowledgment is given (by citing
%         the above-named reference).
% 
% Further details concerning the book, including information on statistical software
% (including sample S-PLUS/R and SAS code), are available at the web site
% 
%             http://www.stern.nyu.edu/~jsimonof/AnalCatData
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
%
% Note: Quotes, Single-Quotes and Backslashes were removed, Blanks replaced
%       with Underscores
%

@relation analcatdata-authorship

@attribute a INTEGER
@attribute all INTEGER
@attribute also INTEGER
@attribute an INTEGER
@attribute and INTEGER
@attribute any INTEGER
@attribute are INTEGER
@attribute as INTEGER
@attribute at INTEGER
@attribute be INTEGER
@attribute been INTEGER
@attribute but INTEGER
@attribute by INTEGER
@attribute can INTEGER
@attribute do INTEGER
@attribute down INTEGER
@attribute even INTEGER
@attribute every INTEGER
@attribute for INTEGER
@attribute from INTEGER
@attribute had INTEGER
@attribute has INTEGER
@attribute have INTEGER
@attribute her INTEGER
@attribute his INTEGER
@attribute if INTEGER
@attribute in INTEGER
@attribute into INTEGER
@attribute is INTEGER
@attribute it INTEGER
@attribute its INTEGER
@attribute may INTEGER
@attribute more INTEGER
@attribute must INTEGER
@attribute my INTEGER
@attribute no INTEGER
@attribute not INTEGER
@attribute now INTEGER
@attribute of INTEGER
@attribute on INTEGER
@attribute one INTEGER
@attribute only INTEGER
@attribute or INTEGER
@attribute our INTEGER
@attribute should INTEGER
@attribute so INTEGER
@attribute some INTEGER
@attribute such INTEGER
@attribute than INTEGER
@attribute that INTEGER
@attribute the INTEGER
@attribute their INTEGER
@attribute then INTEGER
@attribute there INTEGER
@attribute things INTEGER
@attribute this INTEGER
@attribute to INTEGER
@attribute up INTEGER
@attribute upon INTEGER
@attribute was INTEGER
@attribute were INTEGER
@attribute what INTEGER
@attribute when INTEGER
@attribute which INTEGER
@attribute who INTEGER
@attribute will INTEGER
@attribute with INTEGER
@attribute would INTEGER
@attribute your INTEGER
@attribute BookID INTEGER
@attribute Author {Austen,London,Milton,Shakespeare}

@data
31,16,0,35,42,2,1,6,13,5,2,9,10,5,2,3,1,0,9,8,9,0,1,14,24,3,17,3,7,26,0,0,2,0,4,2,6,3,31,20,5,2,1,0,0,6,3,1,4,11,81,6,7,3,0,3,37,10,0,24,2,8,10,2,3,1,16,2,8,5,London
35,13,2,8,68,1,1,9,7,6,5,7,6,3,4,3,1,3,9,5,32,0,3,53,10,2,22,4,2,21,4,0,3,1,6,4,15,2,31,4,4,5,2,0,0,6,3,0,3,40,75,2,0,0,2,3,36,4,2,35,8,4,8,0,1,3,16,3,5,5,London
42,17,1,53,28,2,0,14,11,9,4,10,4,4,6,8,0,1,19,3,11,2,6,11,11,3,33,3,5,15,0,0,2,0,1,7,4,8,48,13,6,3,4,4,1,4,3,0,1,19,81,5,3,6,1,3,29,7,2,20,4,5,6,5,0,4,16,3,9,5,London
38,13,0,18,46,3,7,17,15,3,1,4,3,2,6,5,2,1,10,5,6,1,2,18,6,3,24,4,5,17,0,0,1,4,3,1,8,3,33,5,3,4,5,3,0,2,2,0,3,17,79,3,5,2,1,5,41,7,2,14,8,8,4,2,3,1,12,1,4,5,London
38,19,0,57,12,3,2,4,12,4,3,8,8,2,10,3,0,4,14,14,2,1,4,4,17,5,33,2,4,33,0,0,3,0,5,4,2,2,33,11,3,1,0,3,0,1,3,1,3,23,97,2,4,5,1,5,37,9,0,24,3,6,6,1,0,0,10,0,3,5,London
40,13,0,22,42,1,1,14,14,4,2,14,6,2,1,1,0,3,17,8,8,0,6,16,12,0,29,2,5,23,1,0,5,2,4,2,11,3,42,16,3,3,7,6,0,5,2,0,5,24,92,4,3,1,4,7,41,5,1,24,1,7,8,3,2,1,21,5,1,5,London
40,16,0,45,32,2,6,8,5,7,3,15,5,2,5,5,0,1,11,7,11,1,5,12,12,6,24,2,9,23,1,0,3,2,12,6,5,4,41,17,3,1,2,2,0,1,6,1,2,19,80,4,1,5,1,7,37,9,1,35,4,7,10,0,0,2,9,0,2,5,London
39,18,1,24,44,4,3,6,6,7,3,17,3,2,6,4,1,1,6,10,9,3,2,14,4,4,19,3,7,30,2,0,3,0,5,5,6,5,34,20,5,0,5,3,0,5,2,0,1,16,100,5,7,8,0,5,39,11,2,30,13,9,6,3,1,0,8,2,3,5,London
36,8,1,16,56,1,6,16,8,12,3,21,1,4,7,2,2,1,12,8,6,3,4,13,13,8,30,1,5,23,0,1,3,1,1,8,5,4,27,15,5,3,2,1,0,1,1,0,1,18,110,0,5,9,0,1,38,6,1,29,10,5,4,2,1,1,11,3,4,5,London
30,12,1,11,56,3,6,8,11,12,3,14,4,1,6,3,0,3,17,1,9,1,8,16,6,4,22,1,13,20,0,0,3,3,22,9,4,4,30,7,5,4,4,1,0,2,2,0,4,16,97,9,6,3,1,3,39,4,0,20,13,8,6,8,2,3,17,6,4,5,London
40,14,1,8,66,1,4,7,6,7,4,12,6,1,2,3,5,0,19,5,17,1,10,10,11,2,11,6,16,26,1,0,4,5,10,4,5,5,40,9,1,7,0,0,1,3,1,2,3,18,83,5,3,2,3,5,40,5,1,25,3,7,9,3,5,3,14,0,14,5,London
32,10,0,12,53,4,5,11,16,13,1,8,6,3,4,1,4,0,10,7,3,1,5,16,8,3,38,4,13,33,1,0,2,2,11,3,4,2,35,13,6,7,4,1,0,2,3,0,0,13,76,8,3,5,2,6,35,2,1,25,10,6,2,2,3,2,13,4,7,5,London
49,8,0,34,39,1,1,16,8,5,3,10,10,6,1,4,1,0,10,3,10,2,2,5,10,6,15,2,0,30,0,0,1,1,4,2,7,1,39,21,4,3,1,2,0,3,3,0,1,23,101,4,3,3,0,2,30,7,1,35,4,7,6,3,1,0,10,1,4,5,London
45,7,0,36,38,0,4,13,10,7,1,12,5,3,2,1,1,0,18,5,9,0,0,5,10,4,21,3,1,19,1,0,1,1,7,6,3,10,34,22,4,5,3,0,0,3,1,1,0,19,100,2,4,5,2,4,44,10,0,26,5,4,8,3,1,2,13,2,14,5,London
46,4,0,10,41,6,8,14,13,11,0,15,3,10,4,2,0,1,10,1,8,4,4,11,6,8,34,1,12,29,3,1,6,2,3,4,7,4,36,18,9,4,2,2,0,5,2,0,6,18,70,8,1,6,1,1,35,8,0,15,6,7,10,0,1,3,16,1,8,5,London
31,9,0,11,68,4,11,10,20,4,1,10,6,3,6,2,1,3,13,6,4,2,3,2,6,6,30,3,13,38,1,0,5,0,3,6,6,5,37,12,6,4,5,7,0,2,4,0,3,14,96,12,4,5,1,7,27,10,4,10,2,13,4,0,5,2,7,1,1,5,London
40,6,0,17,53,1,3,10,17,6,0,15,5,1,2,5,0,1,10,11,7,1,1,10,8,5,22,2,5,19,2,0,0,3,7,3,7,3,54,12,3,4,0,0,0,5,8,1,2,17,112,6,1,4,0,5,39,4,2,24,6,2,3,2,1,2,19,1,2,5,London
54,3,0,17,58,3,0,12,12,3,5,11,5,1,3,10,0,0,11,13,13,0,3,8,6,4,22,4,3,19,3,1,2,0,0,4,5,2,49,14,3,4,4,0,0,4,1,2,2,15,105,4,3,7,0,3,36,5,1,27,11,6,5,3,2,0,14,0,5,5,London
34,6,0,12,66,2,2,7,8,3,1,15,4,2,6,9,2,0,11,7,7,0,2,10,12,3,18,4,7,23,1,0,4,0,11,4,7,3,30,12,7,3,0,1,0,9,4,0,1,21,96,8,8,3,0,2,37,11,0,31,4,7,7,4,1,1,12,2,7,5,London
43,9,1,13,63,5,2,16,13,8,8,6,7,0,1,7,2,3,10,7,17,0,3,9,13,4,20,2,9,16,2,0,3,3,2,3,4,8,46,22,4,3,1,0,0,3,8,2,1,17,97,0,1,3,0,5,36,6,1,13,8,3,7,2,0,5,13,2,2,5,London
40,13,0,5,72,2,0,9,15,3,5,17,7,2,3,3,2,2,10,3,25,0,0,8,14,1,36,4,2,16,0,0,4,0,1,6,5,2,41,22,9,3,7,2,0,3,12,0,1,6,107,6,4,3,1,4,33,3,0,32,14,2,6,5,8,2,19,1,5,5,London
50,12,0,19,48,0,0,7,12,9,2,13,6,1,3,9,1,1,11,5,18,1,1,4,13,7,28,2,0,23,0,0,0,0,2,4,4,4,27,18,3,4,4,0,0,5,5,6,4,26,103,3,5,7,0,5,43,9,0,37,5,8,6,4,2,1,12,3,3,5,London
47,14,3,11,70,1,0,12,17,7,3,13,2,3,0,6,0,0,14,5,13,0,4,5,18,6,30,1,1,24,3,0,2,3,3,3,6,1,41,8,3,2,3,0,0,2,5,1,1,13,94,3,1,2,3,7,52,6,1,33,7,3,6,6,7,0,23,5,1,5,London
48,13,0,28,57,3,1,11,17,12,2,9,4,3,2,2,1,1,14,7,5,2,6,4,12,6,26,2,3,16,0,0,3,0,9,5,7,1,50,8,4,3,6,2,1,7,5,3,4,21,81,0,4,5,3,2,46,12,2,13,3,8,6,0,4,0,10,0,1,5,London
48,13,0,3,59,5,2,12,4,5,4,11,7,4,4,0,2,1,28,6,19,1,11,13,14,4,39,2,3,28,0,0,7,1,8,7,6,6,43,13,4,3,2,1,0,6,3,0,3,24,90,9,1,3,0,4,31,2,0,29,10,5,6,2,6,0,16,5,7,5,London
49,5,3,9,66,1,2,9,20,2,3,7,6,3,3,3,1,0,21,5,14,0,3,6,18,1,34,6,4,11,1,0,4,0,3,3,4,1,31,19,8,5,1,2,1,2,3,1,3,20,86,9,4,3,2,4,49,7,0,28,4,3,4,0,2,1,6,4,2,5,London
51,13,0,17,59,3,3,5,8,7,2,5,4,4,5,3,1,0,13,8,1,5,3,6,9,6,28,3,12,18,3,0,2,0,5,4,9,2,44,20,11,2,7,2,0,5,0,1,1,14,116,5,3,3,0,0,35,8,0,14,4,6,3,6,2,2,15,1,1,5,London
23,6,0,4,67,1,9,11,13,3,6,7,13,0,0,5,0,0,12,4,14,0,3,12,12,3,46,2,9,23,2,0,0,2,2,2,1,1,45,27,8,0,2,3,0,4,0,0,1,16,143,8,2,5,0,8,33,7,1,27,9,1,7,4,2,0,12,1,3,5,London
44,3,1,6,71,2,9,9,7,5,1,7,5,3,2,6,1,4,15,5,3,0,5,4,8,7,31,4,9,23,1,0,0,0,2,4,4,3,52,19,7,3,4,2,0,3,3,1,1,13,128,7,3,6,2,2,31,6,0,14,8,4,7,5,7,3,7,3,6,5,London
39,5,0,16,58,3,1,12,11,1,4,5,3,4,1,1,0,1,11,9,23,0,2,5,17,3,27,5,5,13,0,0,8,1,3,4,4,4,44,12,4,1,1,0,0,11,5,0,5,16,110,12,5,4,0,4,50,4,1,23,3,3,6,5,0,1,7,1,3,5,London
43,15,0,46,27,3,0,12,11,7,4,12,0,10,1,7,1,2,10,6,7,1,4,9,9,10,27,4,5,24,0,0,0,0,7,5,2,9,27,13,4,4,2,1,0,6,3,0,2,22,73,3,4,2,1,5,49,13,1,11,1,2,3,1,2,0,10,1,5,5,London
50,14,0,37,41,0,1,12,10,3,1,7,4,2,5,4,0,0,6,10,7,1,0,29,26,2,29,8,3,30,1,0,3,0,9,4,2,1,40,11,3,1,2,0,0,3,4,0,1,18,82,2,4,2,0,5,38,6,1,22,2,3,9,2,0,3,22,0,9,5,London
41,18,0,56,25,0,0,8,14,8,2,11,3,3,3,4,0,1,22,6,10,1,3,4,11,12,20,2,6,22,2,0,4,0,8,12,2,4,34,18,8,2,4,2,0,4,6,1,1,20,88,3,8,1,2,9,27,10,0,19,1,3,3,3,3,1,14,3,8,5,London
47,12,0,10,90,1,3,6,10,8,4,3,8,3,2,3,0,0,11,8,6,0,2,8,13,2,29,6,3,23,1,0,4,3,2,3,3,4,37,17,7,1,2,2,1,4,4,2,1,11,117,3,4,3,1,4,38,4,1,14,5,3,4,0,0,4,13,1,0,5,London
41,9,0,15,56,0,1,10,12,3,1,14,5,1,4,6,3,0,12,5,7,4,0,16,22,4,26,2,8,33,1,0,5,3,6,7,5,2,42,14,5,1,1,2,0,3,0,0,2,27,88,2,1,5,3,2,45,8,0,19,4,4,3,1,2,0,14,2,3,5,London
34,5,0,14,59,2,2,8,8,6,4,9,2,4,3,4,0,0,7,11,13,0,3,10,6,5,33,3,3,20,0,0,4,2,2,4,5,4,36,11,7,1,1,6,1,6,4,0,5,13,108,7,7,5,0,3,29,8,2,15,10,2,5,3,2,3,10,2,4,5,London
42,11,0,12,68,1,3,6,8,9,2,6,8,2,3,2,0,0,6,9,1,0,2,4,10,7,26,3,9,24,5,0,2,3,2,4,2,1,52,15,0,4,0,4,2,6,2,0,3,14,129,2,2,9,1,7,29,7,3,18,5,5,5,6,0,2,17,1,1,5,London
56,8,0,10,41,0,0,14,6,9,3,7,6,5,1,8,0,1,10,13,7,1,1,7,7,6,18,13,8,28,5,0,4,1,1,4,4,0,41,18,1,3,0,4,0,2,0,0,0,17,129,4,3,6,0,9,33,8,1,20,5,2,1,7,2,1,19,3,3,5,London
49,10,0,7,46,0,6,6,8,2,5,11,6,1,2,2,1,0,12,6,16,2,6,18,10,1,30,3,8,30,3,0,2,0,8,6,2,2,51,12,2,7,1,2,0,10,2,4,1,15,108,4,5,7,2,6,26,3,1,21,12,7,3,6,3,0,14,2,1,5,London
40,12,0,6,54,2,5,15,5,10,1,7,9,1,8,3,0,0,21,16,11,3,7,7,7,2,30,2,14,21,1,1,7,2,0,8,4,2,42,13,8,2,2,1,1,2,1,0,2,14,87,0,3,7,2,4,34,9,1,20,8,5,4,5,5,5,15,6,14,5,London
43,8,2,18,34,1,6,13,13,9,5,10,3,1,5,2,2,3,17,7,11,0,5,2,2,0,20,0,13,15,0,0,3,5,4,3,5,4,34,18,7,2,4,0,0,4,1,2,2,14,85,4,5,9,2,2,41,4,1,11,4,9,6,2,1,12,20,3,10,5,London
45,9,2,26,37,2,1,4,8,7,10,13,4,5,5,2,0,1,22,12,24,1,4,10,14,2,28,2,3,18,1,0,3,0,5,6,8,1,48,11,9,1,0,0,0,3,4,1,0,16,67,2,5,3,0,5,45,3,0,18,7,5,4,4,4,2,11,5,2,5,London
28,13,0,57,23,1,1,7,6,6,2,7,6,5,4,9,1,1,20,7,10,1,3,6,10,7,21,5,4,39,1,0,4,0,7,4,1,6,30,22,1,3,5,0,1,1,2,0,3,18,92,3,6,3,3,6,44,8,0,24,3,3,5,3,0,1,12,4,2,5,London
36,12,0,36,25,3,0,4,7,6,7,12,5,4,2,7,0,0,22,7,7,2,9,13,15,15,25,4,6,28,1,0,2,1,7,5,2,4,33,21,1,3,3,2,0,3,4,2,0,21,79,2,0,2,1,2,34,9,1,16,1,11,7,2,0,3,10,3,7,5,London
40,7,0,33,21,3,3,11,9,6,1,5,5,6,3,6,0,2,14,7,10,1,5,9,13,7,20,5,5,22,1,0,1,1,4,5,2,2,41,25,7,1,2,0,0,2,2,2,0,19,106,4,3,3,4,4,36,10,1,17,3,8,6,6,1,2,16,2,3,5,London
47,12,0,39,34,2,0,10,7,8,3,5,9,8,2,7,0,1,16,11,7,0,3,3,3,4,25,6,4,34,0,0,3,1,3,6,3,2,40,16,3,4,1,2,1,3,0,1,0,19,115,6,5,1,1,10,31,13,2,20,4,5,7,0,0,0,12,1,6,5,London
43,6,1,14,58,1,1,8,12,4,3,10,6,0,0,4,1,2,7,4,8,0,2,0,18,2,19,6,11,26,3,0,3,1,0,3,7,2,64,20,5,2,1,1,0,4,3,0,4,16,135,18,5,6,2,4,35,3,2,28,8,5,5,2,2,0,16,1,1,6,London
36,3,0,28,52,1,0,11,15,6,2,6,7,0,2,3,2,1,6,7,17,0,0,0,18,0,27,9,1,17,2,0,5,1,0,7,4,8,62,11,6,3,3,0,0,5,0,1,3,21,142,8,4,3,0,5,32,11,3,27,3,2,4,1,1,0,13,1,4,6,London
41,6,0,32,28,0,0,14,15,6,2,8,7,3,2,3,1,1,15,5,13,1,2,0,15,5,19,8,5,26,7,0,3,0,4,5,1,3,38,11,10,4,0,0,0,2,3,0,1,28,104,4,5,2,0,5,25,13,0,25,0,4,3,3,2,1,23,2,2,6,London
35,6,0,12,67,1,1,12,14,8,0,13,6,1,2,5,1,2,14,9,9,0,4,13,35,4,27,5,5,32,3,0,5,0,1,7,4,4,34,13,16,1,0,4,0,4,1,1,4,21,105,5,6,6,0,2,49,3,4,33,13,3,3,0,2,0,14,1,1,6,London
50,6,0,8,69,1,0,8,20,5,2,14,11,0,0,3,5,2,13,5,10,0,0,12,30,1,25,4,0,11,5,1,3,0,0,4,9,7,59,8,6,2,3,0,0,5,1,1,5,17,130,8,4,5,1,8,38,4,4,23,12,0,8,1,0,0,13,8,0,6,London
27,5,2,5,64,2,0,9,21,1,4,10,4,1,0,7,2,2,6,7,23,0,1,19,47,0,31,8,0,22,4,0,3,0,0,3,4,4,47,16,8,1,3,0,0,3,0,3,2,12,142,4,7,7,0,5,40,4,6,36,12,2,9,2,7,0,18,1,0,6,London
27,11,0,1,82,0,0,5,9,2,4,15,10,0,1,6,7,3,15,2,9,0,4,18,38,2,36,7,0,18,1,0,4,0,0,5,7,3,46,19,9,3,4,0,0,0,0,1,2,16,135,8,3,7,1,8,24,3,4,38,15,2,8,2,4,0,19,5,0,6,London
38,2,1,3,78,0,0,7,12,6,1,18,4,0,0,8,0,4,11,8,11,0,1,31,32,0,36,4,0,18,4,0,7,0,0,4,7,7,45,12,25,0,0,0,0,1,1,2,3,11,123,5,10,3,0,4,49,5,7,29,9,1,6,9,3,0,18,3,0,6,London
48,7,0,6,66,2,0,11,12,3,5,10,7,0,0,9,0,2,12,5,25,0,3,17,42,1,39,3,0,31,1,0,3,1,0,5,7,2,56,9,12,1,2,0,1,3,1,4,3,20,123,2,6,10,1,4,27,11,7,39,4,1,4,3,0,0,10,3,0,6,London
45,3,0,3,85,4,0,11,5,2,6,13,11,0,0,7,2,2,7,12,39,0,1,14,46,1,22,6,0,31,13,0,2,0,0,5,9,2,52,5,13,0,1,0,1,2,0,0,4,28,111,5,6,1,0,7,30,8,5,41,12,1,7,0,0,0,22,1,0,6,London
40,7,0,1,58,4,0,11,10,2,4,15,9,0,0,5,0,0,19,7,28,0,1,10,32,0,35,7,2,24,1,1,3,0,0,9,20,2,63,5,13,5,3,0,0,3,0,3,1,37,146,0,1,11,4,11,40,2,2,52,10,2,8,7,1,0,5,2,0,6,London
36,4,6,6,66,5,0,12,13,3,2,11,7,0,2,6,0,3,6,5,26,0,1,1,39,0,22,5,2,22,4,0,3,2,0,5,9,7,53,18,5,2,2,0,0,5,1,2,2,27,125,0,6,7,11,9,31,9,10,53,10,4,3,4,2,0,10,4,0,6,London
39,9,2,4,69,2,0,10,11,3,4,12,5,1,2,9,0,2,7,7,20,0,5,22,44,0,19,10,0,32,5,1,4,0,0,6,8,4,59,18,6,4,1,0,0,5,2,1,4,14,138,0,2,9,7,5,45,3,3,53,9,2,5,9,0,0,12,5,0,6,London
28,7,1,2,94,2,0,5,6,5,2,12,6,0,0,3,2,2,16,6,21,0,0,22,43,1,30,6,1,28,4,0,6,0,0,3,13,2,60,12,3,2,2,0,0,6,2,0,2,20,145,2,4,7,3,9,34,2,7,41,6,1,10,0,0,0,16,0,0,6,London
34,8,1,4,81,0,0,6,10,5,8,13,4,0,0,9,3,2,8,6,28,1,9,19,42,0,25,2,11,27,1,0,3,0,4,4,16,1,51,10,4,3,6,0,0,4,0,1,2,14,134,5,7,7,6,4,35,6,5,44,10,2,2,2,4,0,12,5,0,6,London
36,3,2,2,81,1,0,6,11,2,2,10,7,0,1,6,1,2,9,8,16,0,0,3,40,2,27,5,0,19,0,0,4,0,0,3,11,1,68,15,2,5,0,0,0,4,2,2,3,20,107,8,3,9,6,8,30,0,8,40,10,2,8,2,0,1,24,1,0,6,London
24,7,0,4,95,2,3,11,11,2,3,14,8,1,0,3,1,1,8,7,11,2,3,7,33,0,30,3,6,27,2,0,9,0,0,4,11,0,60,10,2,1,3,0,1,7,1,4,2,21,109,7,3,6,0,5,59,2,10,41,14,0,10,3,2,1,12,0,0,6,London
27,7,1,3,75,1,2,7,7,2,2,15,10,0,0,7,4,1,5,8,15,1,0,20,47,0,31,8,2,11,0,0,3,2,0,4,14,4,62,7,6,3,3,0,0,4,0,2,5,15,111,1,2,7,0,11,55,3,8,47,4,2,10,2,3,1,15,2,0,6,London
41,9,1,6,73,3,1,6,4,3,3,13,12,0,1,2,2,2,21,6,8,0,2,3,45,0,28,4,2,28,8,1,5,1,0,3,6,1,59,7,4,2,8,0,2,8,2,2,4,18,101,1,2,6,3,6,62,3,3,44,8,3,7,4,2,1,18,4,0,6,London
26,7,0,2,77,0,1,4,5,2,6,9,12,0,1,6,3,0,17,2,21,0,3,0,50,1,28,7,0,18,4,0,12,1,0,6,8,2,65,6,1,0,3,0,0,2,3,3,4,20,139,3,7,5,3,3,46,3,5,44,11,1,6,5,1,0,8,3,0,6,London
31,6,3,2,71,1,1,2,17,6,4,11,12,0,2,2,0,2,9,10,24,0,5,0,31,0,35,3,0,19,0,0,7,1,0,3,10,5,65,10,7,2,2,0,0,6,1,1,4,28,152,5,2,5,2,6,54,2,6,44,5,1,3,3,2,1,8,13,0,6,London
35,12,2,5,59,1,0,8,5,6,7,16,10,0,2,1,1,1,13,10,23,0,4,0,40,0,33,2,0,21,2,0,2,1,0,8,15,1,62,6,5,3,5,0,0,4,1,3,0,27,116,5,4,7,2,8,41,3,4,52,14,4,11,4,1,0,17,6,0,6,London
33,6,2,4,67,0,0,9,10,5,6,14,7,0,1,0,1,0,9,12,25,0,4,10,54,3,22,5,0,14,1,0,6,0,0,5,18,3,53,4,3,2,2,0,0,3,1,3,4,24,91,0,2,2,2,6,58,7,10,58,9,2,4,4,0,0,16,6,0,6,London
42,4,2,2,68,1,0,10,14,3,5,15,7,0,1,6,3,1,10,10,21,0,2,8,30,0,28,13,1,18,1,1,10,1,0,4,19,4,48,9,9,2,1,0,0,6,0,3,3,19,118,5,5,9,3,7,41,3,9,48,10,3,9,3,2,0,10,5,0,6,London
22,6,0,2,54,2,0,6,9,9,5,15,10,0,0,2,0,3,23,5,16,0,2,0,33,5,28,5,1,18,5,0,1,3,0,9,11,2,55,7,4,3,2,0,1,10,0,4,2,24,117,7,1,14,3,9,44,2,10,51,16,3,15,3,1,2,15,7,0,6,London
28,9,0,3,68,1,0,7,10,5,6,8,11,1,3,4,2,2,11,6,33,0,1,0,24,2,23,3,4,25,3,0,8,0,0,4,16,2,55,12,4,1,5,0,1,6,2,0,6,28,118,19,5,3,2,10,43,3,6,39,17,6,9,4,0,0,15,2,0,6,London
22,11,1,4,84,4,2,16,10,3,13,14,11,0,1,6,1,1,16,8,26,0,4,2,42,1,32,2,4,16,2,0,9,0,0,4,15,0,45,6,5,1,2,0,0,7,1,0,1,9,119,5,2,4,4,10,40,3,5,39,11,3,5,2,4,0,20,6,0,6,London
31,4,0,3,77,0,1,5,14,4,7,15,8,0,1,4,4,2,5,7,23,1,2,0,44,1,28,4,1,22,2,0,4,1,0,9,13,2,37,6,5,4,2,0,1,5,0,1,6,20,108,0,4,6,1,11,52,6,7,54,4,2,6,2,3,6,18,3,0,6,London
35,9,1,5,74,2,0,8,17,5,3,11,10,0,0,3,1,2,8,8,23,0,1,3,36,1,40,3,1,16,4,0,6,0,0,9,4,3,50,7,5,2,5,0,1,8,1,2,3,22,111,1,4,10,0,12,40,3,6,62,10,1,8,6,1,0,16,1,0,6,London
30,8,1,4,76,1,0,8,10,3,2,15,6,0,2,4,2,1,12,5,19,0,1,0,56,0,33,2,0,22,6,0,3,0,0,6,18,0,47,20,4,2,2,0,2,1,0,5,1,25,106,3,1,7,0,6,43,5,3,45,9,1,5,2,2,1,20,5,0,6,London
31,6,1,0,77,1,0,8,14,3,5,16,6,0,0,4,1,1,6,7,11,0,3,0,55,1,23,11,0,13,1,0,5,0,0,7,9,2,44,19,7,1,1,0,1,2,3,0,2,19,121,4,6,7,0,10,44,7,4,34,14,0,4,1,1,1,12,1,2,6,London
45,11,0,6,43,1,2,5,17,9,2,14,2,2,4,5,1,0,12,8,15,0,5,0,36,4,14,2,6,18,3,0,0,2,3,7,6,3,36,13,7,2,4,0,0,4,7,1,3,14,83,2,4,3,0,3,51,3,2,22,2,9,1,1,3,0,12,1,4,6,London
32,5,1,1,69,5,1,13,20,4,5,13,8,0,3,9,1,2,8,5,22,0,1,0,40,0,26,6,1,32,2,0,2,0,0,10,7,5,39,13,1,2,1,0,0,2,2,1,0,23,111,2,3,6,1,8,44,6,1,34,4,3,5,3,1,3,19,3,0,6,London
38,7,0,9,70,0,0,6,11,6,5,18,8,0,1,2,2,0,7,11,32,0,1,0,42,1,33,6,0,28,3,1,1,1,2,3,11,6,72,8,5,4,4,0,1,3,2,3,3,21,116,1,2,4,1,13,43,2,6,41,2,1,11,4,4,0,11,4,1,6,London
24,9,2,9,58,0,0,14,18,3,4,11,8,0,0,4,0,2,5,8,17,1,1,0,50,0,36,5,2,20,2,0,2,2,0,6,12,1,41,11,9,2,2,0,2,1,1,1,2,23,114,2,6,7,1,3,45,2,5,45,5,3,6,3,3,3,15,0,2,6,London
38,4,1,2,55,0,1,9,7,5,3,13,4,3,5,5,2,0,6,10,11,1,4,1,27,2,23,3,1,18,0,0,2,3,2,4,10,4,29,12,1,4,1,0,0,3,0,0,2,14,125,3,6,5,1,3,39,5,2,30,6,7,5,0,4,2,19,5,2,6,London
26,12,0,3,75,1,0,15,9,1,5,10,12,0,0,8,0,1,3,12,19,0,3,20,24,0,22,3,2,22,0,1,2,0,1,10,3,10,41,14,1,1,3,0,0,6,1,3,3,10,126,3,4,5,4,8,35,1,9,47,7,2,6,0,4,1,16,1,2,6,London
31,12,1,3,79,0,0,8,17,7,6,14,7,0,1,4,1,0,11,9,22,0,4,19,33,0,28,2,1,15,0,0,1,2,0,8,13,2,49,11,6,3,1,0,1,5,1,1,2,23,105,6,7,11,0,11,50,9,2,46,9,2,10,2,2,1,13,8,0,6,London
31,12,2,2,64,4,2,12,8,0,2,18,9,1,1,2,1,3,14,8,24,1,3,5,30,2,30,5,0,22,1,0,5,3,1,4,13,1,44,8,2,3,4,0,1,4,1,1,6,11,152,1,5,8,4,5,41,4,4,37,10,2,9,1,0,1,12,2,0,6,London
34,9,0,2,96,1,0,12,16,5,4,11,3,0,1,4,3,0,8,5,17,0,2,4,31,2,36,3,1,17,1,0,3,8,0,10,17,0,46,12,6,2,2,0,0,3,1,0,2,19,120,7,4,12,1,6,32,3,7,38,12,1,5,0,2,1,18,3,0,6,London
40,7,0,1,81,1,1,9,7,7,3,18,8,1,1,4,2,1,11,5,19,1,2,4,31,1,33,4,6,23,3,0,5,0,0,7,11,1,32,13,6,4,1,0,2,2,2,1,6,24,115,6,4,6,0,7,38,3,2,30,8,0,9,0,0,4,17,6,0,6,London
44,12,0,6,69,2,0,14,12,5,1,11,9,1,0,5,0,1,16,3,13,3,2,0,34,0,34,3,2,13,0,0,2,3,0,8,10,1,55,15,7,0,2,0,0,4,1,2,1,20,126,2,7,6,3,6,35,5,6,45,9,1,3,2,2,0,14,3,0,6,London
4,10,0,1,76,1,0,14,2,7,0,11,10,5,5,1,0,0,7,21,2,1,3,0,38,8,34,2,5,5,0,6,3,1,1,3,7,5,51,13,4,1,18,15,0,7,2,3,1,28,68,5,3,4,1,9,42,2,0,1,2,14,0,2,7,5,28,0,0,1,Milton
13,7,1,0,62,0,0,12,3,10,0,5,14,5,1,4,2,1,12,14,3,0,4,5,21,3,36,0,6,3,1,2,2,1,1,2,10,5,57,23,0,0,19,2,1,8,1,5,2,17,91,27,4,0,1,8,38,1,1,1,7,6,9,6,9,2,24,0,1,1,Milton
